Policy_Number,Premium_Written,Premium_Earned,Premium_Unearned,State_of_Coverage_x,Line_of_Business,Effective_Date,Expiration_Date,Commission_Rate,New_or_Renewal,Agent_Name,State_Tax_Rate,Commission_Basis,Reinsurance_premium_rate,State_of_Coverage_y
CA10000463703,0,698.99,0,NC,COMMERCIAL AUTOMOBILE,8/17/18,8/17/19,0.0015,R,SOUTHGROUP INS & FIN SVS/LAUREL,0.04,WRITTEN,0,Ala.
CA10000463703,0,698.99,0,NC,COMMERCIAL AUTOMOBILE,8/17/18,8/17/19,0.0015,R,SOUTHGROUP INS & FIN SVS/LAUREL,0.04,WRITTEN,0,Ga.
CA10000463703,0,698.99,0,NC,COMMERCIAL AUTOMOBILE,8/17/18,8/17/19,0.0015,R,SOUTHGROUP INS & FIN SVS/LAUREL,0.04,WRITTEN,0,Hawaii (c)
CA10000463703,0,698.99,0,NC,COMMERCIAL AUTOMOBILE,8/17/18,8/17/19,0.0015,R,SOUTHGROUP INS & FIN SVS/LAUREL,0.04,WRITTEN,0,La.
CA10000463703,0,698.99,0,NC,COMMERCIAL AUTOMOBILE,8/17/18,8/17/19,0.0015,R,SOUTHGROUP INS & FIN SVS/LAUREL,0.04,WRITTEN,0,Mo.
CA10000463703,0,698.99,0,NC,COMMERCIAL AUTOMOBILE,8/17/18,8/17/19,0.0015,R,SOUTHGROUP INS & FIN SVS/LAUREL,0.04,WRITTEN,0,N.Y.
CA10000463703,0,698.99,0,NC,COMMERCIAL AUTOMOBILE,8/17/18,8/17/19,0.0015,R,SOUTHGROUP INS & FIN SVS/LAUREL,0.04,WRITTEN,0,Wyo.
CA10000463704,546,67.13,478.87,NC,COMMERCIAL AUTOMOBILE,8/17/19,8/17/20,0.0015,R,SOUTHGROUP INS & FIN SVS/LAUREL,0.04,WRITTEN,0,Ala.
CA10000463704,546,67.13,478.87,NC,COMMERCIAL AUTOMOBILE,8/17/19,8/17/20,0.0015,R,SOUTHGROUP INS & FIN SVS/LAUREL,0.04,WRITTEN,0,Ga.
CA10000463704,546,67.13,478.87,NC,COMMERCIAL AUTOMOBILE,8/17/19,8/17/20,0.0015,R,SOUTHGROUP INS & FIN SVS/LAUREL,0.04,WRITTEN,0,Hawaii (c)
CA10000463704,546,67.13,478.87,NC,COMMERCIAL AUTOMOBILE,8/17/19,8/17/20,0.0015,R,SOUTHGROUP INS & FIN SVS/LAUREL,0.04,WRITTEN,0,La.
CA10000463704,546,67.13,478.87,NC,COMMERCIAL AUTOMOBILE,8/17/19,8/17/20,0.0015,R,SOUTHGROUP INS & FIN SVS/LAUREL,0.04,WRITTEN,0,Mo.
CA10000463704,546,67.13,478.87,NC,COMMERCIAL AUTOMOBILE,8/17/19,8/17/20,0.0015,R,SOUTHGROUP INS & FIN SVS/LAUREL,0.04,WRITTEN,0,N.Y.
CA10000463704,546,67.13,478.87,NC,COMMERCIAL AUTOMOBILE,8/17/19,8/17/20,0.0015,R,SOUTHGROUP INS & FIN SVS/LAUREL,0.04,WRITTEN,0,Wyo.
CA10000463704,1141,140.29,1000.71,NC,COMMERCIAL AUTOMOBILE,8/17/19,8/17/20,0.0015,R,SOUTHGROUP INS & FIN SVS/LAUREL,0.04,WRITTEN,0,Ala.
CA10000463704,1141,140.29,1000.71,NC,COMMERCIAL AUTOMOBILE,8/17/19,8/17/20,0.0015,R,SOUTHGROUP INS & FIN SVS/LAUREL,0.04,WRITTEN,0,Ga.
CA10000463704,1141,140.29,1000.71,NC,COMMERCIAL AUTOMOBILE,8/17/19,8/17/20,0.0015,R,SOUTHGROUP INS & FIN SVS/LAUREL,0.04,WRITTEN,0,Hawaii (c)
CA10000463704,1141,140.29,1000.71,NC,COMMERCIAL AUTOMOBILE,8/17/19,8/17/20,0.0015,R,SOUTHGROUP INS & FIN SVS/LAUREL,0.04,WRITTEN,0,La.
CA10000463704,1141,140.29,1000.71,NC,COMMERCIAL AUTOMOBILE,8/17/19,8/17/20,0.0015,R,SOUTHGROUP INS & FIN SVS/LAUREL,0.04,WRITTEN,0,Mo.
CA10000463704,1141,140.29,1000.71,NC,COMMERCIAL AUTOMOBILE,8/17/19,8/17/20,0.0015,R,SOUTHGROUP INS & FIN SVS/LAUREL,0.04,WRITTEN,0,N.Y.
CA10000463704,1141,140.29,1000.71,NC,COMMERCIAL AUTOMOBILE,8/17/19,8/17/20,0.0015,R,SOUTHGROUP INS & FIN SVS/LAUREL,0.04,WRITTEN,0,Wyo.
CA10000464902,735,6657.52,-5922.52,NC,COMMERCIAL AUTOMOBILE,8/9/18,8/9/19,0.0015,R,SMITH INSURANCE AGENCY INC,0.04,WRITTEN,0,Ala.
CA10000464902,735,6657.52,-5922.52,NC,COMMERCIAL AUTOMOBILE,8/9/18,8/9/19,0.0015,R,SMITH INSURANCE AGENCY INC,0.04,WRITTEN,0,Ga.
CA10000464902,735,6657.52,-5922.52,NC,COMMERCIAL AUTOMOBILE,8/9/18,8/9/19,0.0015,R,SMITH INSURANCE AGENCY INC,0.04,WRITTEN,0,Hawaii (c)
CA10000464902,735,6657.52,-5922.52,NC,COMMERCIAL AUTOMOBILE,8/9/18,8/9/19,0.0015,R,SMITH INSURANCE AGENCY INC,0.04,WRITTEN,0,La.
CA10000464902,735,6657.52,-5922.52,NC,COMMERCIAL AUTOMOBILE,8/9/18,8/9/19,0.0015,R,SMITH INSURANCE AGENCY INC,0.04,WRITTEN,0,Mo.
CA10000464902,735,6657.52,-5922.52,NC,COMMERCIAL AUTOMOBILE,8/9/18,8/9/19,0.0015,R,SMITH INSURANCE AGENCY INC,0.04,WRITTEN,0,N.Y.
CA10000464902,735,6657.52,-5922.52,NC,COMMERCIAL AUTOMOBILE,8/9/18,8/9/19,0.0015,R,SMITH INSURANCE AGENCY INC,0.04,WRITTEN,0,Wyo.
CA10000464903,14248,2063.23,12184.77,NC,COMMERCIAL AUTOMOBILE,8/9/19,8/9/20,0.0015,R,SMITH INSURANCE AGENCY INC,0.04,WRITTEN,0,Ala.
CA10000464903,14248,2063.23,12184.77,NC,COMMERCIAL AUTOMOBILE,8/9/19,8/9/20,0.0015,R,SMITH INSURANCE AGENCY INC,0.04,WRITTEN,0,Ga.
CA10000464903,14248,2063.23,12184.77,NC,COMMERCIAL AUTOMOBILE,8/9/19,8/9/20,0.0015,R,SMITH INSURANCE AGENCY INC,0.04,WRITTEN,0,Hawaii (c)
CA10000464903,14248,2063.23,12184.77,NC,COMMERCIAL AUTOMOBILE,8/9/19,8/9/20,0.0015,R,SMITH INSURANCE AGENCY INC,0.04,WRITTEN,0,La.
CA10000464903,14248,2063.23,12184.77,NC,COMMERCIAL AUTOMOBILE,8/9/19,8/9/20,0.0015,R,SMITH INSURANCE AGENCY INC,0.04,WRITTEN,0,Mo.
CA10000464903,14248,2063.23,12184.77,NC,COMMERCIAL AUTOMOBILE,8/9/19,8/9/20,0.0015,R,SMITH INSURANCE AGENCY INC,0.04,WRITTEN,0,N.Y.
CA10000464903,14248,2063.23,12184.77,NC,COMMERCIAL AUTOMOBILE,8/9/19,8/9/20,0.0015,R,SMITH INSURANCE AGENCY INC,0.04,WRITTEN,0,Wyo.
CA10000466603,-1156,164.84,0,TN,COMMERCIAL AUTOMOBILE,9/1/18,1/8/19,0.0015,N,BYRNE INSURANCE AGENCY INC,0.04,WRITTEN,0,Ala.
CA10000466603,-1156,164.84,0,TN,COMMERCIAL AUTOMOBILE,9/1/18,1/8/19,0.0015,N,BYRNE INSURANCE AGENCY INC,0.04,WRITTEN,0,Ga.
CA10000466603,-1156,164.84,0,TN,COMMERCIAL AUTOMOBILE,9/1/18,1/8/19,0.0015,N,BYRNE INSURANCE AGENCY INC,0.04,WRITTEN,0,Hawaii (c)
CA10000466603,-1156,164.84,0,TN,COMMERCIAL AUTOMOBILE,9/1/18,1/8/19,0.0015,N,BYRNE INSURANCE AGENCY INC,0.04,WRITTEN,0,La.
CA10000466603,-1156,164.84,0,TN,COMMERCIAL AUTOMOBILE,9/1/18,1/8/19,0.0015,N,BYRNE INSURANCE AGENCY INC,0.04,WRITTEN,0,Mo.
CA10000466603,-1156,164.84,0,TN,COMMERCIAL AUTOMOBILE,9/1/18,1/8/19,0.0015,N,BYRNE INSURANCE AGENCY INC,0.04,WRITTEN,0,N.Y.
CA10000466603,-1156,164.84,0,TN,COMMERCIAL AUTOMOBILE,9/1/18,1/8/19,0.0015,N,BYRNE INSURANCE AGENCY INC,0.04,WRITTEN,0,Wyo.
CA10000466603,-5300,760.89,0,TN,COMMERCIAL AUTOMOBILE,9/1/18,1/8/19,0.0015,N,BYRNE INSURANCE AGENCY INC,0.04,WRITTEN,0,Ala.
CA10000466603,-5300,760.89,0,TN,COMMERCIAL AUTOMOBILE,9/1/18,1/8/19,0.0015,N,BYRNE INSURANCE AGENCY INC,0.04,WRITTEN,0,Ga.
CA10000466603,-5300,760.89,0,TN,COMMERCIAL AUTOMOBILE,9/1/18,1/8/19,0.0015,N,BYRNE INSURANCE AGENCY INC,0.04,WRITTEN,0,Hawaii (c)
CA10000466603,-5300,760.89,0,TN,COMMERCIAL AUTOMOBILE,9/1/18,1/8/19,0.0015,N,BYRNE INSURANCE AGENCY INC,0.04,WRITTEN,0,La.
CA10000466603,-5300,760.89,0,TN,COMMERCIAL AUTOMOBILE,9/1/18,1/8/19,0.0015,N,BYRNE INSURANCE AGENCY INC,0.04,WRITTEN,0,Mo.
CA10000466603,-5300,760.89,0,TN,COMMERCIAL AUTOMOBILE,9/1/18,1/8/19,0.0015,N,BYRNE INSURANCE AGENCY INC,0.04,WRITTEN,0,N.Y.
CA10000466603,-5300,760.89,0,TN,COMMERCIAL AUTOMOBILE,9/1/18,1/8/19,0.0015,N,BYRNE INSURANCE AGENCY INC,0.04,WRITTEN,0,Wyo.
CA10000471203,0,2509.15,0,IN,COMMERCIAL AUTOMOBILE,8/29/18,8/29/19,0.0015,R,BYRNE INSURANCE AGENCY INC,0.04,WRITTEN,0,Ala.
CA10000471203,0,2509.15,0,IN,COMMERCIAL AUTOMOBILE,8/29/18,8/29/19,0.0015,R,BYRNE INSURANCE AGENCY INC,0.04,WRITTEN,0,Ga.
CA10000471203,0,2509.15,0,IN,COMMERCIAL AUTOMOBILE,8/29/18,8/29/19,0.0015,R,BYRNE INSURANCE AGENCY INC,0.04,WRITTEN,0,Hawaii (c)
CA10000471203,0,2509.15,0,IN,COMMERCIAL AUTOMOBILE,8/29/18,8/29/19,0.0015,R,BYRNE INSURANCE AGENCY INC,0.04,WRITTEN,0,La.
CA10000471203,0,2509.15,0,IN,COMMERCIAL AUTOMOBILE,8/29/18,8/29/19,0.0015,R,BYRNE INSURANCE AGENCY INC,0.04,WRITTEN,0,Mo.
CA10000471203,0,2509.15,0,IN,COMMERCIAL AUTOMOBILE,8/29/18,8/29/19,0.0015,R,BYRNE INSURANCE AGENCY INC,0.04,WRITTEN,0,N.Y.
CA10000471203,0,2509.15,0,IN,COMMERCIAL AUTOMOBILE,8/29/18,8/29/19,0.0015,R,BYRNE INSURANCE AGENCY INC,0.04,WRITTEN,0,Wyo.
CA10000471204,3914,352.9,3561.1,IN,COMMERCIAL AUTOMOBILE,8/29/19,8/29/20,0.0015,R,BYRNE INSURANCE AGENCY INC,0.04,WRITTEN,0,Ala.
CA10000471204,3914,352.9,3561.1,IN,COMMERCIAL AUTOMOBILE,8/29/19,8/29/20,0.0015,R,BYRNE INSURANCE AGENCY INC,0.04,WRITTEN,0,Ga.
CA10000471204,3914,352.9,3561.1,IN,COMMERCIAL AUTOMOBILE,8/29/19,8/29/20,0.0015,R,BYRNE INSURANCE AGENCY INC,0.04,WRITTEN,0,Hawaii (c)
CA10000471204,3914,352.9,3561.1,IN,COMMERCIAL AUTOMOBILE,8/29/19,8/29/20,0.0015,R,BYRNE INSURANCE AGENCY INC,0.04,WRITTEN,0,La.
CA10000471204,3914,352.9,3561.1,IN,COMMERCIAL AUTOMOBILE,8/29/19,8/29/20,0.0015,R,BYRNE INSURANCE AGENCY INC,0.04,WRITTEN,0,Mo.
CA10000471204,3914,352.9,3561.1,IN,COMMERCIAL AUTOMOBILE,8/29/19,8/29/20,0.0015,R,BYRNE INSURANCE AGENCY INC,0.04,WRITTEN,0,N.Y.
CA10000471204,3914,352.9,3561.1,IN,COMMERCIAL AUTOMOBILE,8/29/19,8/29/20,0.0015,R,BYRNE INSURANCE AGENCY INC,0.04,WRITTEN,0,Wyo.
CA10000473003,112,926.99,-814.99,IN,COMMERCIAL AUTOMOBILE,8/13/18,8/13/19,0.0015,R,RENASANT INSURANCE INC,0.04,WRITTEN,0,Ala.
CA10000473003,112,926.99,-814.99,IN,COMMERCIAL AUTOMOBILE,8/13/18,8/13/19,0.0015,R,RENASANT INSURANCE INC,0.04,WRITTEN,0,Ga.
CA10000473003,112,926.99,-814.99,IN,COMMERCIAL AUTOMOBILE,8/13/18,8/13/19,0.0015,R,RENASANT INSURANCE INC,0.04,WRITTEN,0,Hawaii (c)
CA10000473003,112,926.99,-814.99,IN,COMMERCIAL AUTOMOBILE,8/13/18,8/13/19,0.0015,R,RENASANT INSURANCE INC,0.04,WRITTEN,0,La.
CA10000473003,112,926.99,-814.99,IN,COMMERCIAL AUTOMOBILE,8/13/18,8/13/19,0.0015,R,RENASANT INSURANCE INC,0.04,WRITTEN,0,Mo.
CA10000473003,112,926.99,-814.99,IN,COMMERCIAL AUTOMOBILE,8/13/18,8/13/19,0.0015,R,RENASANT INSURANCE INC,0.04,WRITTEN,0,N.Y.
CA10000473003,112,926.99,-814.99,IN,COMMERCIAL AUTOMOBILE,8/13/18,8/13/19,0.0015,R,RENASANT INSURANCE INC,0.04,WRITTEN,0,Wyo.
CA10000473003,-128,8766.33,0,IN,COMMERCIAL AUTOMOBILE,8/13/18,8/13/19,0.0015,R,RENASANT INSURANCE INC,0.04,WRITTEN,0,Ala.
CA10000473003,-128,8766.33,0,IN,COMMERCIAL AUTOMOBILE,8/13/18,8/13/19,0.0015,R,RENASANT INSURANCE INC,0.04,WRITTEN,0,Ga.
CA10000473003,-128,8766.33,0,IN,COMMERCIAL AUTOMOBILE,8/13/18,8/13/19,0.0015,R,RENASANT INSURANCE INC,0.04,WRITTEN,0,Hawaii (c)
CA10000473003,-128,8766.33,0,IN,COMMERCIAL AUTOMOBILE,8/13/18,8/13/19,0.0015,R,RENASANT INSURANCE INC,0.04,WRITTEN,0,La.
CA10000473003,-128,8766.33,0,IN,COMMERCIAL AUTOMOBILE,8/13/18,8/13/19,0.0015,R,RENASANT INSURANCE INC,0.04,WRITTEN,0,Mo.
CA10000473003,-128,8766.33,0,IN,COMMERCIAL AUTOMOBILE,8/13/18,8/13/19,0.0015,R,RENASANT INSURANCE INC,0.04,WRITTEN,0,N.Y.
CA10000473003,-128,8766.33,0,IN,COMMERCIAL AUTOMOBILE,8/13/18,8/13/19,0.0015,R,RENASANT INSURANCE INC,0.04,WRITTEN,0,Wyo.
CA10000473004,14534,1945.81,12588.19,IN,COMMERCIAL AUTOMOBILE,8/13/19,8/13/20,0.0015,R,RENASANT INSURANCE INC,0.04,WRITTEN,0,Ala.
CA10000473004,14534,1945.81,12588.19,IN,COMMERCIAL AUTOMOBILE,8/13/19,8/13/20,0.0015,R,RENASANT INSURANCE INC,0.04,WRITTEN,0,Ga.
CA10000473004,14534,1945.81,12588.19,IN,COMMERCIAL AUTOMOBILE,8/13/19,8/13/20,0.0015,R,RENASANT INSURANCE INC,0.04,WRITTEN,0,Hawaii (c)
CA10000473004,14534,1945.81,12588.19,IN,COMMERCIAL AUTOMOBILE,8/13/19,8/13/20,0.0015,R,RENASANT INSURANCE INC,0.04,WRITTEN,0,La.
CA10000473004,14534,1945.81,12588.19,IN,COMMERCIAL AUTOMOBILE,8/13/19,8/13/20,0.0015,R,RENASANT INSURANCE INC,0.04,WRITTEN,0,Mo.
CA10000473004,14534,1945.81,12588.19,IN,COMMERCIAL AUTOMOBILE,8/13/19,8/13/20,0.0015,R,RENASANT INSURANCE INC,0.04,WRITTEN,0,N.Y.
CA10000473004,14534,1945.81,12588.19,IN,COMMERCIAL AUTOMOBILE,8/13/19,8/13/20,0.0015,R,RENASANT INSURANCE INC,0.04,WRITTEN,0,Wyo.
CA10000473004,1812,242.59,1569.41,IN,COMMERCIAL AUTOMOBILE,8/13/19,8/13/20,0.0015,R,RENASANT INSURANCE INC,0.04,WRITTEN,0,Ala.
CA10000473004,1812,242.59,1569.41,IN,COMMERCIAL AUTOMOBILE,8/13/19,8/13/20,0.0015,R,RENASANT INSURANCE INC,0.04,WRITTEN,0,Ga.
CA10000473004,1812,242.59,1569.41,IN,COMMERCIAL AUTOMOBILE,8/13/19,8/13/20,0.0015,R,RENASANT INSURANCE INC,0.04,WRITTEN,0,Hawaii (c)
CA10000473004,1812,242.59,1569.41,IN,COMMERCIAL AUTOMOBILE,8/13/19,8/13/20,0.0015,R,RENASANT INSURANCE INC,0.04,WRITTEN,0,La.
CA10000473004,1812,242.59,1569.41,IN,COMMERCIAL AUTOMOBILE,8/13/19,8/13/20,0.0015,R,RENASANT INSURANCE INC,0.04,WRITTEN,0,Mo.
CA10000473004,1812,242.59,1569.41,IN,COMMERCIAL AUTOMOBILE,8/13/19,8/13/20,0.0015,R,RENASANT INSURANCE INC,0.04,WRITTEN,0,N.Y.
CA10000473004,1812,242.59,1569.41,IN,COMMERCIAL AUTOMOBILE,8/13/19,8/13/20,0.0015,R,RENASANT INSURANCE INC,0.04,WRITTEN,0,Wyo.
CA10000474403,0,41279.83,0,TN,COMMERCIAL AUTOMOBILE,9/15/18,9/15/19,0.0015,R,ATLANTIC PACIFIC INSURANCE INC/AG,0.04,WRITTEN,0.8,Ala.
CA10000474403,0,41279.83,0,TN,COMMERCIAL AUTOMOBILE,9/15/18,9/15/19,0.0015,R,ATLANTIC PACIFIC INSURANCE INC/AG,0.04,WRITTEN,0.8,Ga.
CA10000474403,0,41279.83,0,TN,COMMERCIAL AUTOMOBILE,9/15/18,9/15/19,0.0015,R,ATLANTIC PACIFIC INSURANCE INC/AG,0.04,WRITTEN,0.8,Hawaii (c)
CA10000474403,0,41279.83,0,TN,COMMERCIAL AUTOMOBILE,9/15/18,9/15/19,0.0015,R,ATLANTIC PACIFIC INSURANCE INC/AG,0.04,WRITTEN,0.8,La.
CA10000474403,0,41279.83,0,TN,COMMERCIAL AUTOMOBILE,9/15/18,9/15/19,0.0015,R,ATLANTIC PACIFIC INSURANCE INC/AG,0.04,WRITTEN,0.8,Mo.
CA10000474403,0,41279.83,0,TN,COMMERCIAL AUTOMOBILE,9/15/18,9/15/19,0.0015,R,ATLANTIC PACIFIC INSURANCE INC/AG,0.04,WRITTEN,0.8,N.Y.
CA10000474403,0,41279.83,0,TN,COMMERCIAL AUTOMOBILE,9/15/18,9/15/19,0.0015,R,ATLANTIC PACIFIC INSURANCE INC/AG,0.04,WRITTEN,0.8,Wyo.
CA10000474403,0,916.75,-916.75,TN,COMMERCIAL AUTOMOBILE,9/15/18,9/15/19,0.0015,R,ATLANTIC PACIFIC INSURANCE INC/AG,0.04,WRITTEN,0.8,Ala.
CA10000474403,0,916.75,-916.75,TN,COMMERCIAL AUTOMOBILE,9/15/18,9/15/19,0.0015,R,ATLANTIC PACIFIC INSURANCE INC/AG,0.04,WRITTEN,0.8,Ga.
CA10000474403,0,916.75,-916.75,TN,COMMERCIAL AUTOMOBILE,9/15/18,9/15/19,0.0015,R,ATLANTIC PACIFIC INSURANCE INC/AG,0.04,WRITTEN,0.8,Hawaii (c)
CA10000474403,0,916.75,-916.75,TN,COMMERCIAL AUTOMOBILE,9/15/18,9/15/19,0.0015,R,ATLANTIC PACIFIC INSURANCE INC/AG,0.04,WRITTEN,0.8,La.
CA10000474403,0,916.75,-916.75,TN,COMMERCIAL AUTOMOBILE,9/15/18,9/15/19,0.0015,R,ATLANTIC PACIFIC INSURANCE INC/AG,0.04,WRITTEN,0.8,Mo.
CA10000474403,0,916.75,-916.75,TN,COMMERCIAL AUTOMOBILE,9/15/18,9/15/19,0.0015,R,ATLANTIC PACIFIC INSURANCE INC/AG,0.04,WRITTEN,0.8,N.Y.
CA10000474403,0,916.75,-916.75,TN,COMMERCIAL AUTOMOBILE,9/15/18,9/15/19,0.0015,R,ATLANTIC PACIFIC INSURANCE INC/AG,0.04,WRITTEN,0.8,Wyo.
CA10000474403,0,5002.15,-5002.15,TN,COMMERCIAL AUTOMOBILE,9/15/18,9/15/19,0.0015,R,ATLANTIC PACIFIC INSURANCE INC/AG,0.04,WRITTEN,0.8,Ala.
CA10000474403,0,5002.15,-5002.15,TN,COMMERCIAL AUTOMOBILE,9/15/18,9/15/19,0.0015,R,ATLANTIC PACIFIC INSURANCE INC/AG,0.04,WRITTEN,0.8,Ga.
CA10000474403,0,5002.15,-5002.15,TN,COMMERCIAL AUTOMOBILE,9/15/18,9/15/19,0.0015,R,ATLANTIC PACIFIC INSURANCE INC/AG,0.04,WRITTEN,0.8,Hawaii (c)
CA10000474403,0,5002.15,-5002.15,TN,COMMERCIAL AUTOMOBILE,9/15/18,9/15/19,0.0015,R,ATLANTIC PACIFIC INSURANCE INC/AG,0.04,WRITTEN,0.8,La.
CA10000474403,0,5002.15,-5002.15,TN,COMMERCIAL AUTOMOBILE,9/15/18,9/15/19,0.0015,R,ATLANTIC PACIFIC INSURANCE INC/AG,0.04,WRITTEN,0.8,Mo.
CA10000474403,0,5002.15,-5002.15,TN,COMMERCIAL AUTOMOBILE,9/15/18,9/15/19,0.0015,R,ATLANTIC PACIFIC INSURANCE INC/AG,0.04,WRITTEN,0.8,N.Y.
CA10000474403,0,5002.15,-5002.15,TN,COMMERCIAL AUTOMOBILE,9/15/18,9/15/19,0.0015,R,ATLANTIC PACIFIC INSURANCE INC/AG,0.04,WRITTEN,0.8,Wyo.
CA10000474404,10892,476.15,10415.85,TN,COMMERCIAL AUTOMOBILE,9/15/19,9/15/20,0.0015,R,ATLANTIC PACIFIC INSURANCE INC/AG,0.04,WRITTEN,0.6,Ala.
CA10000474404,10892,476.15,10415.85,TN,COMMERCIAL AUTOMOBILE,9/15/19,9/15/20,0.0015,R,ATLANTIC PACIFIC INSURANCE INC/AG,0.04,WRITTEN,0.6,Ga.
CA10000474404,10892,476.15,10415.85,TN,COMMERCIAL AUTOMOBILE,9/15/19,9/15/20,0.0015,R,ATLANTIC PACIFIC INSURANCE INC/AG,0.04,WRITTEN,0.6,Hawaii (c)
CA10000474404,10892,476.15,10415.85,TN,COMMERCIAL AUTOMOBILE,9/15/19,9/15/20,0.0015,R,ATLANTIC PACIFIC INSURANCE INC/AG,0.04,WRITTEN,0.6,La.
CA10000474404,10892,476.15,10415.85,TN,COMMERCIAL AUTOMOBILE,9/15/19,9/15/20,0.0015,R,ATLANTIC PACIFIC INSURANCE INC/AG,0.04,WRITTEN,0.6,Mo.
CA10000474404,10892,476.15,10415.85,TN,COMMERCIAL AUTOMOBILE,9/15/19,9/15/20,0.0015,R,ATLANTIC PACIFIC INSURANCE INC/AG,0.04,WRITTEN,0.6,N.Y.
CA10000474404,10892,476.15,10415.85,TN,COMMERCIAL AUTOMOBILE,9/15/19,9/15/20,0.0015,R,ATLANTIC PACIFIC INSURANCE INC/AG,0.04,WRITTEN,0.6,Wyo.
CA10000474404,1465,64.04,1400.96,TN,COMMERCIAL AUTOMOBILE,9/15/19,9/15/20,0.0015,R,ATLANTIC PACIFIC INSURANCE INC/AG,0.04,WRITTEN,0.6,Ala.
CA10000474404,1465,64.04,1400.96,TN,COMMERCIAL AUTOMOBILE,9/15/19,9/15/20,0.0015,R,ATLANTIC PACIFIC INSURANCE INC/AG,0.04,WRITTEN,0.6,Ga.
CA10000474404,1465,64.04,1400.96,TN,COMMERCIAL AUTOMOBILE,9/15/19,9/15/20,0.0015,R,ATLANTIC PACIFIC INSURANCE INC/AG,0.04,WRITTEN,0.6,Hawaii (c)
CA10000474404,1465,64.04,1400.96,TN,COMMERCIAL AUTOMOBILE,9/15/19,9/15/20,0.0015,R,ATLANTIC PACIFIC INSURANCE INC/AG,0.04,WRITTEN,0.6,La.
CA10000474404,1465,64.04,1400.96,TN,COMMERCIAL AUTOMOBILE,9/15/19,9/15/20,0.0015,R,ATLANTIC PACIFIC INSURANCE INC/AG,0.04,WRITTEN,0.6,Mo.
CA10000474404,1465,64.04,1400.96,TN,COMMERCIAL AUTOMOBILE,9/15/19,9/15/20,0.0015,R,ATLANTIC PACIFIC INSURANCE INC/AG,0.04,WRITTEN,0.6,N.Y.
CA10000474404,1465,64.04,1400.96,TN,COMMERCIAL AUTOMOBILE,9/15/19,9/15/20,0.0015,R,ATLANTIC PACIFIC INSURANCE INC/AG,0.04,WRITTEN,0.6,Wyo.
CA10000474404,60790,2657.49,58132.51,TN,COMMERCIAL AUTOMOBILE,9/15/19,9/15/20,0.0015,R,ATLANTIC PACIFIC INSURANCE INC/AG,0.04,WRITTEN,0.6,Ala.
CA10000474404,60790,2657.49,58132.51,TN,COMMERCIAL AUTOMOBILE,9/15/19,9/15/20,0.0015,R,ATLANTIC PACIFIC INSURANCE INC/AG,0.04,WRITTEN,0.6,Ga.
CA10000474404,60790,2657.49,58132.51,TN,COMMERCIAL AUTOMOBILE,9/15/19,9/15/20,0.0015,R,ATLANTIC PACIFIC INSURANCE INC/AG,0.04,WRITTEN,0.6,Hawaii (c)
CA10000474404,60790,2657.49,58132.51,TN,COMMERCIAL AUTOMOBILE,9/15/19,9/15/20,0.0015,R,ATLANTIC PACIFIC INSURANCE INC/AG,0.04,WRITTEN,0.6,La.
CA10000474404,60790,2657.49,58132.51,TN,COMMERCIAL AUTOMOBILE,9/15/19,9/15/20,0.0015,R,ATLANTIC PACIFIC INSURANCE INC/AG,0.04,WRITTEN,0.6,Mo.
CA10000474404,60790,2657.49,58132.51,TN,COMMERCIAL AUTOMOBILE,9/15/19,9/15/20,0.0015,R,ATLANTIC PACIFIC INSURANCE INC/AG,0.04,WRITTEN,0.6,N.Y.
CA10000474404,60790,2657.49,58132.51,TN,COMMERCIAL AUTOMOBILE,9/15/19,9/15/20,0.0015,R,ATLANTIC PACIFIC INSURANCE INC/AG,0.04,WRITTEN,0.6,Wyo.
CA10000478703,0,9940.55,0,AL,COMMERCIAL AUTOMOBILE,9/18/18,9/18/19,0.0015,N,FOUNDATION RISK PARTNERS CORP,0.04,WRITTEN,0,Ala.
CA10000478703,0,9940.55,0,AL,COMMERCIAL AUTOMOBILE,9/18/18,9/18/19,0.0015,N,FOUNDATION RISK PARTNERS CORP,0.04,WRITTEN,0,Ga.
CA10000478703,0,9940.55,0,AL,COMMERCIAL AUTOMOBILE,9/18/18,9/18/19,0.0015,N,FOUNDATION RISK PARTNERS CORP,0.04,WRITTEN,0,Hawaii (c)
CA10000478703,0,9940.55,0,AL,COMMERCIAL AUTOMOBILE,9/18/18,9/18/19,0.0015,N,FOUNDATION RISK PARTNERS CORP,0.04,WRITTEN,0,La.
CA10000478703,0,9940.55,0,AL,COMMERCIAL AUTOMOBILE,9/18/18,9/18/19,0.0015,N,FOUNDATION RISK PARTNERS CORP,0.04,WRITTEN,0,Mo.
CA10000478703,0,9940.55,0,AL,COMMERCIAL AUTOMOBILE,9/18/18,9/18/19,0.0015,N,FOUNDATION RISK PARTNERS CORP,0.04,WRITTEN,0,N.Y.
CA10000478703,0,9940.55,0,AL,COMMERCIAL AUTOMOBILE,9/18/18,9/18/19,0.0015,N,FOUNDATION RISK PARTNERS CORP,0.04,WRITTEN,0,Wyo.
CA10000478703,0,126.08,0,AL,COMMERCIAL AUTOMOBILE,9/18/18,9/18/19,0.0015,N,FOUNDATION RISK PARTNERS CORP,0.04,WRITTEN,0,Ala.
