Policy_Number,Premium_Written,Premium_Earned,Premium_Unearned,State_of_Coverage,Line_of_Business,Effective_Date,Expiration_Date,Commission_Rate,New_or_Renewal,Agent_Name,State_Tax_Rate,Commission_Basis,Reinsurance_premium_rate
CA10000337203,0,515.22,0.0,KY,COMMERCIAL AUTOMOBILE,7/9/2018,7/9/2019,0.0015,R,SOUTHGROUP INS & FIN SVS/LAUREL,0.013999999999999999,WRITTEN,0.0
CA10000337204,2684,616.0,2068.0,KY,COMMERCIAL AUTOMOBILE,7/9/2019,7/9/2020,0.0015,R,SOUTHGROUP INS & FIN SVS/LAUREL,0.013999999999999999,WRITTEN,0.0
CA10000337204,968,222.16,745.84,KY,COMMERCIAL AUTOMOBILE,7/9/2019,7/9/2020,0.0015,R,SOUTHGROUP INS & FIN SVS/LAUREL,0.013999999999999999,WRITTEN,0.0
CA10000337303,0,2918.81,-2918.81,OH,COMMERCIAL AUTOMOBILE,7/1/2018,7/1/2019,0.0015,R,ARTHUR J GALLAGHER RISK MGT SVS INC,0.025,WRITTEN,0.0
CA10000337303,0,1593.3,0.0,OH,COMMERCIAL AUTOMOBILE,7/1/2018,7/1/2019,0.0015,R,ARTHUR J GALLAGHER RISK MGT SVS INC,0.025,WRITTEN,0.0
CA10000337304,5984,1504.17,4479.83,OH,COMMERCIAL AUTOMOBILE,7/1/2019,7/1/2020,0.0015,R,ARTHUR J GALLAGHER RISK MGT SVS INC,0.025,WRITTEN,0.0
CA10000337304,3380,849.62,2530.38,OH,COMMERCIAL AUTOMOBILE,7/1/2019,7/1/2020,0.0015,R,ARTHUR J GALLAGHER RISK MGT SVS INC,0.025,WRITTEN,0.0
CA10000339303,0,284.94,0.0,NC,COMMERCIAL AUTOMOBILE,8/3/2018,8/3/2019,0.0015,R,GULFSTREAM INSURANCE GROUP INC,0.04,WRITTEN,0.0
CA10000339304,486,78.34,407.66,NC,COMMERCIAL AUTOMOBILE,8/3/2019,8/3/2020,0.0015,R,GULFSTREAM INSURANCE GROUP INC,0.04,WRITTEN,0.0
CA10000339803,0,1980.09,-1980.09,OH,COMMERCIAL AUTOMOBILE,7/1/2018,7/1/2019,0.0015,R,ROSS & YERGER INSURANCE INC,0.025,WRITTEN,0.0
CA10000339804,4193,1053.98,3139.02,OH,COMMERCIAL AUTOMOBILE,7/1/2019,7/1/2020,0.0015,R,ROSS & YERGER INSURANCE INC,0.025,WRITTEN,0.0
CA10000340603,0,250.32,0.0,KY,COMMERCIAL AUTOMOBILE,7/8/2018,7/8/2019,0.0015,R,ROSS & YERGER INSURANCE INC,0.013999999999999999,WRITTEN,0.0
CA10000340604,486,112.87,373.13,KY,COMMERCIAL AUTOMOBILE,7/8/2019,7/8/2020,0.0015,R,ROSS & YERGER INSURANCE INC,0.013999999999999999,WRITTEN,0.0
CA10000342303,-8,145.46,0.0,OH,COMMERCIAL AUTOMOBILE,7/1/2018,7/1/2019,0.0015,N,M E WILSON COMPANY LLC,0.025,WRITTEN,0.8
CA10000342303,-627,8734.51,0.0,OH,COMMERCIAL AUTOMOBILE,7/1/2018,7/1/2019,0.0015,N,M E WILSON COMPANY LLC,0.025,WRITTEN,0.8
CA10000342303,-87,2147.46,0.0,OH,COMMERCIAL AUTOMOBILE,7/1/2018,7/1/2019,0.0015,N,M E WILSON COMPANY LLC,0.025,WRITTEN,0.8
CA10000343203,38,583.59,-545.59,TN,COMMERCIAL AUTOMOBILE,7/6/2018,7/6/2019,0.001,R,COMMERCIAL INS MARKETING GROUP LLC,0.04,WRITTEN,0.6
CA10000343203,433,4890.52,-4457.52,TN,COMMERCIAL AUTOMOBILE,7/6/2018,7/6/2019,0.001,R,COMMERCIAL INS MARKETING GROUP LLC,0.04,WRITTEN,0.6
CA10000343203,1925,32583.51,-30658.51,TN,COMMERCIAL AUTOMOBILE,7/6/2018,7/6/2019,0.001,R,COMMERCIAL INS MARKETING GROUP LLC,0.04,WRITTEN,0.6
CA10000343204,1328,324.44,1003.56,TN,COMMERCIAL AUTOMOBILE,7/6/2019,7/6/2020,0.001,R,COMMERCIAL INS MARKETING GROUP LLC,0.04,WRITTEN,0.0
CA10000343204,68471,16673.45,51797.55,TN,COMMERCIAL AUTOMOBILE,7/6/2019,7/6/2020,0.001,R,COMMERCIAL INS MARKETING GROUP LLC,0.04,WRITTEN,0.0
CA10000343204,10475,2539.05,7935.95,TN,COMMERCIAL AUTOMOBILE,7/6/2019,7/6/2020,0.001,R,COMMERCIAL INS MARKETING GROUP LLC,0.04,WRITTEN,0.0
CA10000344303,903,14614.13,-13711.13,TN,COMMERCIAL AUTOMOBILE,7/1/2018,7/1/2019,0.0015,R,ROSS & YERGER INSURANCE INC,0.04,WRITTEN,0.0
CA10000344303,78,2397.34,-2319.34,TN,COMMERCIAL AUTOMOBILE,7/1/2018,7/1/2019,0.0015,R,ROSS & YERGER INSURANCE INC,0.04,WRITTEN,0.0
CA10000344304,31062,7807.93,23254.07,TN,COMMERCIAL AUTOMOBILE,7/1/2019,7/1/2020,0.0015,R,ROSS & YERGER INSURANCE INC,0.04,WRITTEN,0.0
CA10000344304,5568,1399.61,4168.39,TN,COMMERCIAL AUTOMOBILE,7/1/2019,7/1/2020,0.0015,R,ROSS & YERGER INSURANCE INC,0.04,WRITTEN,0.0
CA10000345703,0,241.0,0.0,NC,COMMERCIAL AUTOMOBILE,7/1/2018,7/1/2019,0.0015,R,ARTHUR J GALLAGHER RISK MGT SVS INC,0.04,WRITTEN,0.0
CA10000345704,486,122.16,363.84,NC,COMMERCIAL AUTOMOBILE,7/1/2019,7/1/2020,0.0015,R,ARTHUR J GALLAGHER RISK MGT SVS INC,0.04,WRITTEN,0.0
CA10000346903,-1193,7453.35,0.0,OH,COMMERCIAL AUTOMOBILE,7/1/2018,7/1/2019,0.0015,N,ALAN WILLIAMS & ASSOC INS AGY INC,0.025,WRITTEN,0.0
CA10000346903,-217,1348.03,0.0,OH,COMMERCIAL AUTOMOBILE,7/1/2018,7/1/2019,0.0015,N,ALAN WILLIAMS & ASSOC INS AGY INC,0.025,WRITTEN,0.0
CA10000346903,-17,99.04,0.0,OH,COMMERCIAL AUTOMOBILE,7/1/2018,7/1/2019,0.0015,N,ALAN WILLIAMS & ASSOC INS AGY INC,0.025,WRITTEN,0.0
CA10000347904,93814,23259.14,70554.86,PA,COMMERCIAL AUTOMOBILE,7/1/2019,7/1/2020,0.0015,N,INSOURCE PARTNERS LLC,0.039,WRITTEN,0.8
CA10000347904,18087,4462.24,13624.76,PA,COMMERCIAL AUTOMOBILE,7/1/2019,7/1/2020,0.0015,N,INSOURCE PARTNERS LLC,0.039,WRITTEN,0.8
CA10000347904,1685,416.52,1268.48,PA,COMMERCIAL AUTOMOBILE,7/1/2019,7/1/2020,0.0015,N,INSOURCE PARTNERS LLC,0.039,WRITTEN,0.8
CA10000354203,513,14296.53,-13783.53,FL,COMMERCIAL AUTOMOBILE,7/1/2018,7/1/2019,0.0015,R,INDIANOLA INSURANCE AGENCY INC,0.006,WRITTEN,0.6
CA10000354203,98,7032.84,-6934.84,FL,COMMERCIAL AUTOMOBILE,7/1/2018,7/1/2019,0.0015,R,INDIANOLA INSURANCE AGENCY INC,0.006,WRITTEN,0.6
CA10000354204,15418,3807.01,11610.99,FL,COMMERCIAL AUTOMOBILE,7/1/2019,7/1/2020,0.0015,R,INDIANOLA INSURANCE AGENCY INC,0.006,WRITTEN,0.0
CA10000354204,29505,7420.22,22084.78,FL,COMMERCIAL AUTOMOBILE,7/1/2019,7/1/2020,0.0015,R,INDIANOLA INSURANCE AGENCY INC,0.006,WRITTEN,0.0
CA10000355703,-26,1399.14,0.0,IL,COMMERCIAL AUTOMOBILE,7/23/2018,7/23/2019,0.0019,R,CHAPP INC/CITRUS/AG,0.026000000000000002,WRITTEN,0.0
CA10000355703,-1027,57614.2,0.0,IL,COMMERCIAL AUTOMOBILE,7/23/2018,7/23/2019,0.0019,R,CHAPP INC/CITRUS/AG,0.026000000000000002,WRITTEN,0.0
CA10000355703,-167,9896.84,0.0,IL,COMMERCIAL AUTOMOBILE,7/23/2018,7/23/2019,0.0019,R,CHAPP INC/CITRUS/AG,0.026000000000000002,WRITTEN,0.0
CA10000355704,17177,3285.22,13891.78,IL,COMMERCIAL AUTOMOBILE,7/23/2019,7/23/2020,0.0019,R,CHAPP INC/CITRUS/AG,0.026000000000000002,WRITTEN,0.0
CA10000355704,2995,572.81,2422.19,IL,COMMERCIAL AUTOMOBILE,7/23/2019,7/23/2020,0.0019,R,CHAPP INC/CITRUS/AG,0.026000000000000002,WRITTEN,0.0
CA10000355704,97031,18557.84,78473.16,IL,COMMERCIAL AUTOMOBILE,7/23/2019,7/23/2020,0.0019,R,CHAPP INC/CITRUS/AG,0.026000000000000002,WRITTEN,0.0
CA10000359002,292,1272.87,-980.87,OH,COMMERCIAL AUTOMOBILE,7/1/2018,7/1/2019,0.0015,N,FISHER BROWN BOTTRELL INSURANCE INC,0.025,WRITTEN,0.0
CA10000359002,458,2753.48,-2295.48,OH,COMMERCIAL AUTOMOBILE,7/1/2018,7/1/2019,0.0015,N,FISHER BROWN BOTTRELL INSURANCE INC,0.025,WRITTEN,0.0
CA10000359903,259,2531.09,-2272.09,IN,COMMERCIAL AUTOMOBILE,6/26/2018,6/26/2019,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.04,WRITTEN,0.0
CA10000359903,598,4658.54,-4060.54,IN,COMMERCIAL AUTOMOBILE,6/26/2018,6/26/2019,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.04,WRITTEN,0.0
CA10000359904,9772,2589.85,7182.15,IN,COMMERCIAL AUTOMOBILE,6/26/2019,6/26/2020,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.04,WRITTEN,0.0
CA10000359904,4883,1294.13,3588.87,IN,COMMERCIAL AUTOMOBILE,6/26/2019,6/26/2020,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.04,WRITTEN,0.0
CA10000360803,0,399.33,-399.33,OH,COMMERCIAL AUTOMOBILE,7/23/2018,7/23/2019,0.0015,R,BXS INSURANCE INC,0.025,WRITTEN,0.0
CA10000360803,0,962.72,0.0,OH,COMMERCIAL AUTOMOBILE,7/23/2018,7/23/2019,0.0015,R,BXS INSURANCE INC,0.025,WRITTEN,0.0
CA10000360804,752,143.83,608.17,OH,COMMERCIAL AUTOMOBILE,7/23/2019,7/23/2020,0.0015,R,BXS INSURANCE INC,0.025,WRITTEN,0.8
CA10000360804,1766,337.76,1428.24,OH,COMMERCIAL AUTOMOBILE,7/23/2019,7/23/2020,0.0015,R,BXS INSURANCE INC,0.025,WRITTEN,0.8
CA10000365203,98,1640.62,-1542.62,OH,COMMERCIAL AUTOMOBILE,8/8/2018,8/8/2019,0.0015,N,ASSOCIATES AGENCY INC,0.025,WRITTEN,0.6
CA10000365203,11694,145219.8,-133525.8,OH,COMMERCIAL AUTOMOBILE,8/8/2018,8/8/2019,0.0015,N,ASSOCIATES AGENCY INC,0.025,WRITTEN,0.6
CA10000365203,2660,23033.71,-20373.71,OH,COMMERCIAL AUTOMOBILE,8/8/2018,8/8/2019,0.0015,N,ASSOCIATES AGENCY INC,0.025,WRITTEN,0.6
CA10000365603,0,13689.61,-13689.61,IL,COMMERCIAL AUTOMOBILE,7/1/2018,7/1/2019,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.026000000000000002,WRITTEN,0.0
CA10000365604,28082,7058.86,21023.14,IL,COMMERCIAL AUTOMOBILE,7/1/2019,7/1/2020,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.026000000000000002,WRITTEN,0.0
CA10000367103,171,2072.58,-1901.58,GA,COMMERCIAL AUTOMOBILE,7/16/2018,7/16/2019,0.0015,N,FISHER BROWN BOTTRELL INSURANCE INC,0.036000000000000004,WRITTEN,0.0
CA10000367103,39,9588.55,-9549.55,GA,COMMERCIAL AUTOMOBILE,7/16/2018,7/16/2019,0.0015,N,FISHER BROWN BOTTRELL INSURANCE INC,0.036000000000000004,WRITTEN,0.0
CA10000372603,0,302.25,-302.25,GA,COMMERCIAL AUTOMOBILE,8/16/2018,8/16/2019,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.036000000000000004,WRITTEN,0.0
CA10000372604,486,61.08,424.92,GA,COMMERCIAL AUTOMOBILE,8/16/2019,8/16/2020,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.036000000000000004,WRITTEN,0.0
CA10000373903,18,6406.96,-6388.96,TN,COMMERCIAL AUTOMOBILE,7/31/2018,7/31/2019,0.0015,R,GCM INSURANCE AGENCY LLC/COLUMBUS,0.04,WRITTEN,0.0
CA10000373903,5,1672.19,-1667.19,TN,COMMERCIAL AUTOMOBILE,7/31/2018,7/31/2019,0.0015,R,GCM INSURANCE AGENCY LLC/COLUMBUS,0.04,WRITTEN,0.0
CA10000373904,3061,518.53,2542.47,TN,COMMERCIAL AUTOMOBILE,7/31/2019,7/31/2020,0.0015,R,GCM INSURANCE AGENCY LLC/COLUMBUS,0.04,WRITTEN,0.0
CA10000373904,11515,1950.63,9564.37,TN,COMMERCIAL AUTOMOBILE,7/31/2019,7/31/2020,0.0015,R,GCM INSURANCE AGENCY LLC/COLUMBUS,0.04,WRITTEN,0.0
CA10000374503,0,1152.98,0.0,FL,COMMERCIAL AUTOMOBILE,8/31/2018,8/31/2019,0.0015,R,HUB INTERNATIONAL MIDWEST LIMITED,0.006,WRITTEN,0.8
CA10000374503,0,684.23,-684.23,FL,COMMERCIAL AUTOMOBILE,8/31/2018,8/31/2019,0.0015,R,HUB INTERNATIONAL MIDWEST LIMITED,0.006,WRITTEN,0.8
CA10000374504,1799,152.37,1646.63,FL,COMMERCIAL AUTOMOBILE,8/31/2019,8/31/2020,0.0015,R,HUB INTERNATIONAL MIDWEST LIMITED,0.006,WRITTEN,0.6
CA10000374504,1070,90.63,979.37,FL,COMMERCIAL AUTOMOBILE,8/31/2019,8/31/2020,0.0015,R,HUB INTERNATIONAL MIDWEST LIMITED,0.006,WRITTEN,0.6
CA10000379304,468,57.54,410.46,MO,COMMERCIAL AUTOMOBILE,8/17/2019,8/17/2020,0.0015,N,INNOVATIVE INS CONSULTANTS INC,0.02,WRITTEN,0.0
CA10000379304,3549,436.35,3112.65,MO,COMMERCIAL AUTOMOBILE,8/17/2019,8/17/2020,0.0015,N,INNOVATIVE INS CONSULTANTS INC,0.02,WRITTEN,0.0
CA10000379304,19936,2451.15,17484.85,MO,COMMERCIAL AUTOMOBILE,8/17/2019,8/17/2020,0.0015,N,INNOVATIVE INS CONSULTANTS INC,0.02,WRITTEN,0.0
CA10000381303,0,179.47,0.0,MO,COMMERCIAL AUTOMOBILE,7/26/2018,7/26/2019,0.0015,N,FISHER BROWN BOTTRELL INSURANCE INC,0.02,WRITTEN,0.0
CA10000381303,0,1139.49,0.0,MO,COMMERCIAL AUTOMOBILE,7/26/2018,7/26/2019,0.0015,N,FISHER BROWN BOTTRELL INSURANCE INC,0.02,WRITTEN,0.0
CA10000381404,6580,611.26,5968.74,TN,COMMERCIAL AUTOMOBILE,8/28/2019,8/28/2020,0.0015,N,ARTHUR J GALLAGHER RISK MGT SVS INC,0.04,WRITTEN,0.0
CA10000381404,94,8.73,85.27,TN,COMMERCIAL AUTOMOBILE,8/28/2019,8/28/2020,0.0015,N,ARTHUR J GALLAGHER RISK MGT SVS INC,0.04,WRITTEN,0.0
CA10000381404,2207,205.02,2001.98,TN,COMMERCIAL AUTOMOBILE,8/28/2019,8/28/2020,0.0015,N,ARTHUR J GALLAGHER RISK MGT SVS INC,0.04,WRITTEN,0.0
CA10000381504,577,145.04,431.96,SC,COMMERCIAL AUTOMOBILE,7/1/2019,7/1/2020,0.0015,N,WRC INC/CLARK INS AGY/BATESVILLE/AG,0.025,WRITTEN,0.0
CA10000383203,0,1598.65,-1598.65,AL,COMMERCIAL AUTOMOBILE,7/18/2018,7/18/2019,0.0015,R,RENASANT INSURANCE INC,0.04,WRITTEN,0.0
CA10000383203,0,396.0,0.0,AL,COMMERCIAL AUTOMOBILE,7/18/2018,7/18/2019,0.0015,R,RENASANT INSURANCE INC,0.04,WRITTEN,0.0
CA10000383204,755,154.71,600.29,AL,COMMERCIAL AUTOMOBILE,7/18/2019,7/18/2020,0.0015,R,RENASANT INSURANCE INC,0.04,WRITTEN,0.0
CA10000383204,2994,613.52,2380.48,AL,COMMERCIAL AUTOMOBILE,7/18/2019,7/18/2020,0.0015,R,RENASANT INSURANCE INC,0.04,WRITTEN,0.0
CA10000385103,0,259.64,0.0,FL,COMMERCIAL AUTOMOBILE,7/15/2018,7/15/2019,0.0015,R,MCGRIFF INS SVCS INC/RIDGELAND,0.006,WRITTEN,0.8
CA10000385104,486,103.57,382.43,FL,COMMERCIAL AUTOMOBILE,7/15/2019,7/15/2020,0.0015,R,MCGRIFF INS SVCS INC/RIDGELAND,0.006,WRITTEN,0.6
CA10000389703,0,299.59,-299.59,IN,COMMERCIAL AUTOMOBILE,8/14/2018,8/14/2019,0.0015,R,VALEK INSURANCE LLC,0.04,WRITTEN,0.0
CA10000389704,486,63.74,422.26,IN,COMMERCIAL AUTOMOBILE,8/14/2019,8/14/2020,0.0015,R,VALEK INSURANCE LLC,0.04,WRITTEN,0.0
CA10000390603,0,5719.09,0.0,TN,COMMERCIAL AUTOMOBILE,7/22/2018,7/22/2019,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.04,WRITTEN,0.0
CA10000390603,0,2623.79,-2623.79,TN,COMMERCIAL AUTOMOBILE,7/22/2018,7/22/2019,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.04,WRITTEN,0.0
CA10000390604,5036,976.93,4059.07,TN,COMMERCIAL AUTOMOBILE,7/22/2019,7/22/2020,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.04,WRITTEN,0.0
CA10000390604,10605,2057.25,8547.75,TN,COMMERCIAL AUTOMOBILE,7/22/2019,7/22/2020,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.04,WRITTEN,0.0
CA10000391503,0,11639.24,-11639.24,AL,COMMERCIAL AUTOMOBILE,8/20/2018,8/20/2019,0.0015,R,ATLANTIC PACIFIC INSURANCE INC/AG,0.04,WRITTEN,0.0
CA10000391503,0,2249.24,-2249.24,AL,COMMERCIAL AUTOMOBILE,8/20/2018,8/20/2019,0.0015,R,ATLANTIC PACIFIC INSURANCE INC/AG,0.04,WRITTEN,0.0
CA10000391503,0,227.84,0.0,AL,COMMERCIAL AUTOMOBILE,8/20/2018,8/20/2019,0.0015,R,ATLANTIC PACIFIC INSURANCE INC/AG,0.04,WRITTEN,0.0
CA10000391504,466,53.48,412.52,AL,COMMERCIAL AUTOMOBILE,8/20/2019,8/20/2020,0.0015,R,ATLANTIC PACIFIC INSURANCE INC/AG,0.04,WRITTEN,0.0
CA10000391504,4009,460.05,3548.95,AL,COMMERCIAL AUTOMOBILE,8/20/2019,8/20/2020,0.0015,R,ATLANTIC PACIFIC INSURANCE INC/AG,0.04,WRITTEN,0.0
CA10000391504,20837,2391.13,18445.87,AL,COMMERCIAL AUTOMOBILE,8/20/2019,8/20/2020,0.0015,R,ATLANTIC PACIFIC INSURANCE INC/AG,0.04,WRITTEN,0.0
CA10000396603,-199,2085.87,0.0,AL,COMMERCIAL AUTOMOBILE,8/5/2018,8/5/2019,0.0015,R,WRC INC/CLARK INS AGY/BATESVILLE/AG,0.04,WRITTEN,0.8
CA10000396603,-743,5662.44,0.0,AL,COMMERCIAL AUTOMOBILE,8/5/2018,8/5/2019,0.0015,R,WRC INC/CLARK INS AGY/BATESVILLE/AG,0.04,WRITTEN,0.8
CA10000396604,9238,1461.98,7776.02,AL,COMMERCIAL AUTOMOBILE,8/5/2019,8/5/2020,0.0015,R,WRC INC/CLARK INS AGY/BATESVILLE/AG,0.04,WRITTEN,0.6
CA10000396604,3647,572.03,3074.97,AL,COMMERCIAL AUTOMOBILE,8/5/2019,8/5/2020,0.0015,R,WRC INC/CLARK INS AGY/BATESVILLE/AG,0.04,WRITTEN,0.6
CA10000397003,207,2154.01,-1947.01,SC,COMMERCIAL AUTOMOBILE,7/15/2018,7/15/2019,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.025,WRITTEN,0.0
CA10000397003,214,5669.06,-5455.06,SC,COMMERCIAL AUTOMOBILE,7/15/2018,7/15/2019,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.025,WRITTEN,0.0
CA10000397004,4893,1042.77,3850.23,SC,COMMERCIAL AUTOMOBILE,7/15/2019,7/15/2020,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.025,WRITTEN,0.0
CA10000397004,11667,2486.41,9180.59,SC,COMMERCIAL AUTOMOBILE,7/15/2019,7/15/2020,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.025,WRITTEN,0.0
CA10000397103,103,1468.0,-1365.0,AL,COMMERCIAL AUTOMOBILE,7/15/2018,7/15/2019,0.0015,R,WRC INC/CLARK INS AGY/BATESVILLE,0.04,WRITTEN,0.0
CA10000397103,0,529.44,-529.44,AL,COMMERCIAL AUTOMOBILE,7/15/2018,7/15/2019,0.0015,R,WRC INC/CLARK INS AGY/BATESVILLE,0.04,WRITTEN,0.0
CA10000397104,4487,956.25,3530.75,AL,COMMERCIAL AUTOMOBILE,7/15/2019,7/15/2020,0.0015,R,WRC INC/CLARK INS AGY/BATESVILLE,0.04,WRITTEN,0.0
CA10000397603,-207,2800.95,0.0,OH,COMMERCIAL AUTOMOBILE,7/9/2018,7/9/2019,0.0015,N,ROSS & YERGER INSURANCE INC,0.025,WRITTEN,0.0
CA10000397603,-183,1019.87,0.0,OH,COMMERCIAL AUTOMOBILE,7/9/2018,7/9/2019,0.0015,N,ROSS & YERGER INSURANCE INC,0.025,WRITTEN,0.0
CA10000403103,-125,1947.78,0.0,OH,COMMERCIAL AUTOMOBILE,7/21/2018,7/21/2019,0.0015,R,ALAN WILLIAMS & ASSOC INS AGY INC,0.025,WRITTEN,0.0
CA10000403103,-7,94.88,0.0,OH,COMMERCIAL AUTOMOBILE,7/21/2018,7/21/2019,0.0015,R,ALAN WILLIAMS & ASSOC INS AGY INC,0.025,WRITTEN,0.0
CA10000403103,-434,6403.85,0.0,OH,COMMERCIAL AUTOMOBILE,7/21/2018,7/21/2019,0.0015,R,ALAN WILLIAMS & ASSOC INS AGY INC,0.025,WRITTEN,0.0
CA10000403104,132,28.42,103.58,OH,COMMERCIAL AUTOMOBILE,7/21/2019,7/21/2020,0.0015,R,ALAN WILLIAMS & ASSOC INS AGY INC,0.025,WRITTEN,0.0
CA10000403104,3052,676.75,2375.25,OH,COMMERCIAL AUTOMOBILE,7/21/2019,7/21/2020,0.0015,R,ALAN WILLIAMS & ASSOC INS AGY INC,0.025,WRITTEN,0.0
CA10000403104,8138,1740.11,6397.89,OH,COMMERCIAL AUTOMOBILE,7/21/2019,7/21/2020,0.0015,R,ALAN WILLIAMS & ASSOC INS AGY INC,0.025,WRITTEN,0.0
CA10000404003,0,356.84,0.0,KY,COMMERCIAL AUTOMOBILE,9/1/2018,9/1/2019,0.0015,N,ATKINSON & ASSOCIATES INSURANCE INC,0.013999999999999999,WRITTEN,0.8
CA10000404303,0,852.87,0.0,KY,COMMERCIAL AUTOMOBILE,7/21/2018,7/21/2019,0.0015,R,SOUTHGROUP INS & FIN SVS/LAUREL,0.013999999999999999,WRITTEN,0.6
CA10000404303,0,2698.43,0.0,KY,COMMERCIAL AUTOMOBILE,7/21/2018,7/21/2019,0.0015,R,SOUTHGROUP INS & FIN SVS/LAUREL,0.013999999999999999,WRITTEN,0.6
CA10000404304,5610,1103.61,4506.39,KY,COMMERCIAL AUTOMOBILE,7/21/2019,7/21/2020,0.0015,R,SOUTHGROUP INS & FIN SVS/LAUREL,0.013999999999999999,WRITTEN,0.0
CA10000404304,817,160.72,656.28,KY,COMMERCIAL AUTOMOBILE,7/21/2019,7/21/2020,0.0015,R,SOUTHGROUP INS & FIN SVS/LAUREL,0.013999999999999999,WRITTEN,0.0
CA10000406802,0,24.41,0.0,TN,COMMERCIAL AUTOMOBILE,7/18/2018,7/18/2019,0.0015,N,LAWRENCE INSURANCE AGENCY INC/AG,0.04,WRITTEN,0.0
CA10000406802,0,541.92,0.0,TN,COMMERCIAL AUTOMOBILE,7/18/2018,7/18/2019,0.0015,N,LAWRENCE INSURANCE AGENCY INC/AG,0.04,WRITTEN,0.0
CA10000406802,0,814.24,0.0,TN,COMMERCIAL AUTOMOBILE,7/18/2018,7/18/2019,0.0015,N,LAWRENCE INSURANCE AGENCY INC/AG,0.04,WRITTEN,0.0
CA10000408003,-275,527.03,0.0,AL,COMMERCIAL AUTOMOBILE,7/24/2018,5/15/2019,0.0015,N,ARTHUR J GALLAGHER RISK MGT SVS INC,0.04,WRITTEN,0.0
CA10000408003,-81,155.42,0.0,AL,COMMERCIAL AUTOMOBILE,7/24/2018,5/15/2019,0.0015,N,ARTHUR J GALLAGHER RISK MGT SVS INC,0.04,WRITTEN,0.0
CA10000408103,0,291.6,0.0,KY,COMMERCIAL AUTOMOBILE,8/8/2018,8/8/2019,0.0015,R,BOYLES MOAK & STONE INC,0.013999999999999999,WRITTEN,0.0
CA10000408104,510,75.25,434.75,KY,COMMERCIAL AUTOMOBILE,8/8/2019,8/8/2020,0.0015,R,BOYLES MOAK & STONE INC,0.013999999999999999,WRITTEN,0.0
CA10000413803,-14,4382.12,0.0,GA,COMMERCIAL AUTOMOBILE,7/26/2018,7/26/2019,0.0015,N,FISHER BROWN BOTTRELL INSURANCE INC,0.036000000000000004,WRITTEN,0.0
CA10000413803,-7,13966.11,0.0,GA,COMMERCIAL AUTOMOBILE,7/26/2018,7/26/2019,0.0015,N,FISHER BROWN BOTTRELL INSURANCE INC,0.036000000000000004,WRITTEN,0.0
CA10000414103,0,1300.46,0.0,IN,COMMERCIAL AUTOMOBILE,8/1/2018,8/1/2019,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.04,WRITTEN,0.0
CA10000414103,0,544.23,0.0,IN,COMMERCIAL AUTOMOBILE,8/1/2018,8/1/2019,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.04,WRITTEN,0.0
CA10000414104,2478,413.0,2065.0,IN,COMMERCIAL AUTOMOBILE,8/1/2019,8/1/2020,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.04,WRITTEN,0.8
CA10000414104,1017,169.5,847.5,IN,COMMERCIAL AUTOMOBILE,8/1/2019,8/1/2020,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.04,WRITTEN,0.8
CA10000416003,-463,1256.98,0.0,PA,COMMERCIAL AUTOMOBILE,8/21/2018,8/21/2019,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.039,WRITTEN,0.6
CA10000416004,1839,206.01,1632.99,PA,COMMERCIAL AUTOMOBILE,8/21/2019,8/21/2020,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.039,WRITTEN,0.0
CA10000417803,-1025,10100.64,0.0,TN,COMMERCIAL AUTOMOBILE,8/1/2018,8/1/2019,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.04,WRITTEN,0.0
CA10000417803,-137,2628.52,0.0,TN,COMMERCIAL AUTOMOBILE,8/1/2018,8/1/2019,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.04,WRITTEN,0.0
CA10000417804,6557,930.29,5626.71,TN,COMMERCIAL AUTOMOBILE,8/1/2019,8/1/2020,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.04,WRITTEN,0.0
